NAME,state,county,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
"Ozaukee County, Wisconsin",55,089,91745,45566
"Pepin County, Wisconsin",55,091,7363,3781
"Pierce County, Wisconsin",55,093,42187,20984
"Polk County, Wisconsin",55,095,45128,23028
"Portage County, Wisconsin",55,097,70281,35832
"Price County, Wisconsin",55,099,14066,7248
"Racine County, Wisconsin",55,101,197068,97957
"Richland County, Wisconsin",55,103,17256,8600
"Rock County, Wisconsin",55,105,163817,81542
"Rusk County, Wisconsin",55,107,14179,7221
"St. Croix County, Wisconsin",55,109,93752,47359
"Sauk County, Wisconsin",55,111,65664,32918
"Sawyer County, Wisconsin",55,113,18057,9371
"Shawano County, Wisconsin",55,115,40848,20589
"Sheboygan County, Wisconsin",55,117,117741,59860
"Taylor County, Wisconsin",55,119,19979,10203
"Trempealeau County, Wisconsin",55,121,30679,15606
"Vernon County, Wisconsin",55,123,30811,15666
"Vilas County, Wisconsin",55,125,23146,12045
"Walworth County, Wisconsin",55,127,105127,52922
"Washburn County, Wisconsin",55,129,16685,8400
"Washington County, Wisconsin",55,131,136842,68585
"Waukesha County, Wisconsin",55,133,407290,202216
"Waupaca County, Wisconsin",55,135,51822,26448
"Waushara County, Wisconsin",55,137,24672,13129
"Winnebago County, Wisconsin",55,139,171197,87117
"Wood County, Wisconsin",55,141,74138,36742
"Albany County, Wyoming",56,001,37525,19594
"Big Horn County, Wyoming",56,003,11690,6006
"Campbell County, Wyoming",56,005,46857,24226
"Carbon County, Wyoming",56,007,14609,7857
"Converse County, Wyoming",56,009,13729,7066
"Crook County, Wyoming",56,011,7258,3634
"Fremont County, Wyoming",56,013,39402,19959
"Goshen County, Wyoming",56,015,12592,6594
"Hot Springs County, Wyoming",56,017,4616,2317
"Johnson County, Wyoming",56,019,8536,4406
"Laramie County, Wyoming",56,021,100316,51152
"Lincoln County, Wyoming",56,023,19794,10134
"Natrona County, Wyoming",56,025,79506,40147
"Niobrara County, Wyoming",56,027,2460,1056
"Park County, Wyoming",56,029,29878,14832
"Platte County, Wyoming",56,031,8618,4406
"Sheridan County, Wyoming",56,033,31176,15564
"Sublette County, Wyoming",56,035,8801,4769
"Sweetwater County, Wyoming",56,037,42079,21793
"Teton County, Wyoming",56,039,23346,12114
"Uinta County, Wyoming",56,041,20546,10446
"Washakie County, Wyoming",56,043,7725,4045
"Weston County, Wyoming",56,045,6870,3718
"Adjuntas Municipio, Puerto Rico",72,001,17972,8771
"Aguada Municipio, Puerto Rico",72,003,37998,18528
"Aguadilla Municipio, Puerto Rico",72,005,54752,26561
"Aguas Buenas Municipio, Puerto Rico",72,007,24136,11650
"Aibonito Municipio, Puerto Rico",72,009,24555,11721
"Añasco Municipio, Puerto Rico",72,011,25497,12290
"Arecibo Municipio, Puerto Rico",72,013,87217,41535
"Arroyo Municipio, Puerto Rico",72,015,15797,7286
"Barceloneta Municipio, Puerto Rico",72,017,22604,10661
"Barranquitas Municipio, Puerto Rico",72,019,28899,14172
"Bayamón Municipio, Puerto Rico",72,021,184326,86344
"Cabo Rojo Municipio, Puerto Rico",72,023,46983,22203
"Caguas Municipio, Puerto Rico",72,025,126772,58659
"Camuy Municipio, Puerto Rico",72,027,32733,15525
"Canóvanas Municipio, Puerto Rico",72,029,42218,20223
"Carolina Municipio, Puerto Rico",72,031,154126,70159
"Cataño Municipio, Puerto Rico",72,033,23060,10835
"Cayey Municipio, Puerto Rico",72,035,41509,19849
"Ceiba Municipio, Puerto Rico",72,037,11256,5336
"Ciales Municipio, Puerto Rico",72,039,16924,8182
"Cidra Municipio, Puerto Rico",72,041,39831,19204
"Coamo Municipio, Puerto Rico",72,043,34557,16740
"Comerío Municipio, Puerto Rico",72,045,18817,9387
"Corozal Municipio, Puerto Rico",72,047,34459,16609
"Culebra Municipio, Puerto Rico",72,049,1186,657
"Dorado Municipio, Puerto Rico",72,051,35786,17336
"Fajardo Municipio, Puerto Rico",72,053,31984,14869
"Florida Municipio, Puerto Rico",72,054,11641,5440
"Guánica Municipio, Puerto Rico",72,055,13682,6745
"Guayama Municipio, Puerto Rico",72,057,36365,18036
"Guayanilla Municipio, Puerto Rico",72,059,17670,8345
"Guaynabo Municipio, Puerto Rico",72,061,89554,42015
"Gurabo Municipio, Puerto Rico",72,063,40517,19038
"Hatillo Municipio, Puerto Rico",72,065,38330,18284
"Hormigueros Municipio, Puerto Rico",72,067,15571,7199
"Humacao Municipio, Puerto Rico",72,069,50729,23923
"Isabela Municipio, Puerto Rico",72,071,42817,20828
"Jayuya Municipio, Puerto Rico",72,073,14726,7200
"Juana Díaz Municipio, Puerto Rico",72,075,46333,21969
"Juncos Municipio, Puerto Rico",72,077,36928,17508
"Lajas Municipio, Puerto Rico",72,079,23202,11226
"Lares Municipio, Puerto Rico",72,081,27990,13803
"Las Marías Municipio, Puerto Rico",72,083,8826,4369
"Las Piedras Municipio, Puerto Rico",72,085,35099,16780
"Loíza Municipio, Puerto Rico",72,087,23580,10956
"Luquillo Municipio, Puerto Rico",72,089,17716,8285
"Manatí Municipio, Puerto Rico",72,091,39310,18355
"Maricao Municipio, Puerto Rico",72,093,5354,2573
"Maunabo Municipio, Puerto Rico",72,095,10563,5204
"Mayagüez Municipio, Puerto Rico",72,097,72721,34773
"Moca Municipio, Puerto Rico",72,099,37363,18235
"Morovis Municipio, Puerto Rico",72,101,28659,14190
"Naguabo Municipio, Puerto Rico",72,103,23340,10947
"Naranjito Municipio, Puerto Rico",72,105,29153,14714
"Orocovis Municipio, Puerto Rico",72,107,21378,10669
"Patillas Municipio, Puerto Rico",72,109,15927,7633
"Peñuelas Municipio, Puerto Rico",72,111,20298,9811
"Ponce Municipio, Puerto Rico",72,113,136542,65105
"Quebradillas Municipio, Puerto Rico",72,115,23540,11416
"Rincón Municipio, Puerto Rico",72,117,15164,7052
"Río Grande Municipio, Puerto Rico",72,119,46838,22429
"Sabana Grande Municipio, Puerto Rico",72,121,22639,10557
"Salinas Municipio, Puerto Rico",72,123,25688,12387
"San Germán Municipio, Puerto Rico",72,125,31680,15405
"San Juan Municipio, Puerto Rico",72,127,340903,155775
"San Lorenzo Municipio, Puerto Rico",72,129,37552,18251
"San Sebastián Municipio, Puerto Rico",72,131,39183,19051
"Santa Isabel Municipio, Puerto Rico",72,133,20207,9702
"Toa Alta Municipio, Puerto Rico",72,135,66699,31901
"Toa Baja Municipio, Puerto Rico",72,137,74854,34740
"Trujillo Alto Municipio, Puerto Rico",72,139,67497,31572
"Utuado Municipio, Puerto Rico",72,141,28155,13590
"Vega Alta Municipio, Puerto Rico",72,143,35279,16928
"Vega Baja Municipio, Puerto Rico",72,145,54182,25849
"Vieques Municipio, Puerto Rico",72,147,8199,4179
"Villalba Municipio, Puerto Rico",72,149,21984,10634
"Yabucoa Municipio, Puerto Rico",72,151,30313,14624
"Yauco Municipio, Puerto Rico",72,153,33988,16176
